https://disqus.com/home/forum/cnbc/,,
https://disqus.com/home/channel/trumpandelection2016/discussion/channel-trumpandelection2016/join_us_to_watch_the_debate_monday_at_new_paso_robles_hq/,,
https://disqus.com/home/forum/thisisanfield/,,
http://tonyortega.org/2016/09/23/beware-protesters-scientology-has-been-training-guard-dogs-to-attack-at-a-clearwater-warehouse/,,
https://disqus.com/home/forum/rawstory/,Originally banned,
http://canal-supporters.com/2016/10/psg-om-le-groupe-presque-au-complet/,,french
https://disqus.com/home/forum/ratios6/,,
http://www.abcnyheter.no/nyheter/2016/10/05/195246646/europas-borgere-er-rasende-pa-elitenes-hyllest-av-globalisering,,
https://disqus.com/home/forum/droidlife/,,
http://gamingbolt.com/xbox-scorpio-has-everything-necessary-to-render-complex-shader-effects-switch-is-interesting,,
https://disqus.com/home/forum/7newsboston/,,
http://www.watertowndailytimes.com/blogs18/report-warren-county-absentee-ballots-misspell-stefaniks-name-as-elsie-20161014,,
https://disqus.com/home/forum/sporteins/,,german
https://disqus.com/home/forum/jaeasia/,,arab
https://disqus.com/home/forum/insideucla/,,
https://disqus.com/home/forum/mwp2/,,
https://disqus.com/home/forum/soccerbible/,waiting to be approved,
https://disqus.com/home/forum/chicksontheright/,,
https://disqus.com/home/forum/kcra-disqus/,,
https://disqus.com/home/forum/washtimes/,,
https://disqus.com/home/forum/tmz/,,
https://disqus.com/home/forum/greenbaypackers/,,
https://disqus.com/home/forum/moddingway/,,
https://disqus.com/home/forum/times-standard/,,
https://disqus.com/home/forum/equalizersoccer/,,
https://disqus.com/home/forum/rollingstone/,,
https://disqus.com/home/forum/mtonews/,,
https://disqus.com/home/forum/metalsucks/,,
https://disqus.com/home/forum/mapleleafshotstove/,,
